Prompt_ID;Metric;Method;Source_0;Source_1;Source_2;Source_3;Source_4;Target_Index;User Prompt;Focus Topic;Journey Phase;Persona;Target_Score;Other_Score;Comp_1_Score;Comp_2_Score;Comp_3_Score;Comp_4_Score
91;RVS Sentiment;Average Baseline;10.3484;12.286850000000001;10.793800000000001;15.078299999999999;0.0;1;Assessing Exascale solutions for future-proofing our high-performance computing needs with AI-powered workload management;Exascale;No-Funnel;Business Decision Maker (BDM);12.286850000000001;9.055125;10.3484;10.793800000000001;15.078299999999999;0.0
91;Sentence Cite;Average Baseline;1.5;2.0;2.0;2.5;0.5;1;Assessing Exascale solutions for future-proofing our high-performance computing needs with AI-powered workload management;Exascale;No-Funnel;Business Decision Maker (BDM);2.0;1.625;1.5;2.0;2.5;0.5
92;Absolute Wordcount;Average Baseline;0.2;0.2;0.2;0.2;0.2;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;0.2;0.2;0.2;0.2;0.2;0.2
92;BLEU Score;Average Baseline;0.00035;0.0;0.0;0.0;5e-05;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;0.00035;1.25e-05;0.0;0.0;0.0;5e-05
92;Chat Cite;Average Baseline;0.0;0.0;0.0;0.0;0.0;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;0.0;0.0;0.0;0.0;0.0;0.0
92;GEval Overall;Average Baseline;3.382364285714286;3.7626999999999997;3.2224785714285713;3.1469071428571427;3.1389785714285714;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;3.382364285714286;3.3177660714285713;3.7626999999999997;3.2224785714285713;3.1469071428571427;3.1389785714285714
92;Length Ratio;Average Baseline;0.16205;0.04575;0.041400000000000006;0.27275;0.12304999999999999;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;0.16205;0.1207375;0.04575;0.041400000000000006;0.27275;0.12304999999999999
92;Perplexity;Average Baseline;-5.5763;-7.33;-7.9425;-11.8253;-10.0598;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;-5.5763;-9.2894;-7.33;-7.9425;-11.8253;-10.0598
92;Position Adjusted Sentence Count;Average Baseline;0.0;0.0;0.0;0.0;0.0;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;0.0;0.0;0.0;0.0;0.0;0.0
92;Position Adjusted Wordcount;Average Baseline;0.2;0.2;0.2;0.2;0.2;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;0.2;0.2;0.2;0.2;0.2;0.2
92;ROUGE-L Recall;Average Baseline;0.0572;0.02175;0.0154;0.05155;0.03455;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;0.0572;0.0308125;0.02175;0.0154;0.05155;0.03455
92;RVS Sentiment;Average Baseline;0.0;0.0;0.0;0.0;0.0;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;0.0;0.0;0.0;0.0;0.0;0.0
92;Sentence Cite;Average Baseline;0.0;0.0;0.0;0.0;0.0;0;I'm not happy with our current B2B-OEM solution. Can we explore alternatives for better ROI?;B2B-OEM Solutions;Re-evaluation;End User;0.0;0.0;0.0;0.0;0.0;0.0
93;Absolute Wordcount;Average Baseline;0.0;0.19295990099009902;0.4274465346534654;0.0;0.37959356435643565;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;0.0;0.25;0.0;0.19295990099009902;0.4274465346534654;0.37959356435643565
93;BLEU Score;Average Baseline;0.0;0.0;0.0118;0.0;0.0;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;0.0;0.00295;0.0;0.0;0.0118;0.0
93;Chat Cite;Average Baseline;0.0;1.0;1.0;0.0;1.0;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;0.0;0.75;0.0;1.0;1.0;1.0
93;GEval Overall;Average Baseline;2.824757142857143;3.5448357142857145;3.8163857142857145;2.801171428571428;3.7382285714285715;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;2.801171428571428;3.4810517857142855;2.824757142857143;3.5448357142857145;3.8163857142857145;3.7382285714285715
93;Length Ratio;Average Baseline;0.7970999999999999;0.14805000000000001;0.49770000000000003;0.0462;0.25134999999999996;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;0.0462;0.42355;0.7970999999999999;0.14805000000000001;0.49770000000000003;0.25134999999999996
93;Perplexity;Average Baseline;-13.2907;-9.6491;-11.717;-6.5702;-13.2943;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;-6.5702;-11.987775;-13.2907;-9.6491;-11.717;-13.2943
93;Position Adjusted Sentence Count;Average Baseline;0.0;0.94935;2.6535;0.0;2.1622500000000002;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;0.0;1.441275;0.0;0.94935;2.6535;2.1622500000000002
93;Position Adjusted Wordcount;Average Baseline;0.0;0.19991739625320915;0.4838187869814467;0.0;0.31626381676534404;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;0.0;0.24999999999999997;0.0;0.19991739625320915;0.4838187869814467;0.31626381676534404
93;ROUGE-L Recall;Average Baseline;0.08965000000000001;0.040400000000000005;0.09620000000000001;0.01065;0.0687;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;0.01065;0.07373750000000001;0.08965000000000001;0.040400000000000005;0.09620000000000001;0.0687
93;RVS Sentiment;Average Baseline;0.0;10.34295;13.587;0.0;9.097999999999999;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;0.0;8.256987500000001;0.0;10.34295;13.587;9.097999999999999
93;Sentence Cite;Average Baseline;0.0;2.5;5.5;0.0;5.5;3;We need to finalize our virtualization solution selection and procure the necessary resources ASAP;Virtualization Solutions;Action;End User;0.0;3.375;0.0;2.5;5.5;5.5
94;Absolute Wordcount;Average Baseline;0.2;0.2;0.2;0.2;0.2;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);0.2;0.2;0.2;0.2;0.2;0.2
94;BLEU Score;Average Baseline;0.0;0.0;0.0;0.0;0.0;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);0.0;0.0;0.0;0.0;0.0;0.0
94;Chat Cite;Average Baseline;0.0;0.0;0.0;0.0;0.0;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);0.0;0.0;0.0;0.0;0.0;0.0
94;GEval Overall;Average Baseline;2.9799285714285713;3.8065571428571428;3.1178357142857145;3.6293357142857143;3.2244142857142855;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);3.6293357142857143;3.2821839285714285;2.9799285714285713;3.8065571428571428;3.1178357142857145;3.2244142857142855
94;Length Ratio;Average Baseline;3.5343;0.08835000000000001;0.0662;0.07015;0.07155;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);0.07015;0.9400999999999999;3.5343;0.08835000000000001;0.0662;0.07155
94;Perplexity;Average Baseline;-14.4114;-23.6272;-24.7851;-11.5778;-14.4041;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);-11.5778;-19.30695;-14.4114;-23.6272;-24.7851;-14.4041
94;Position Adjusted Sentence Count;Average Baseline;0.0;0.0;0.0;0.0;0.0;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);0.0;0.0;0.0;0.0;0.0;0.0
94;Position Adjusted Wordcount;Average Baseline;0.2;0.2;0.2;0.2;0.2;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);0.2;0.2;0.2;0.2;0.2;0.2
94;ROUGE-L Recall;Average Baseline;0.20479999999999998;0.02845;0.017849999999999998;0.027049999999999998;0.023;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);0.027049999999999998;0.068525;0.20479999999999998;0.02845;0.017849999999999998;0.023
94;RVS Sentiment;Average Baseline;0.0;0.0;0.0;0.0;0.0;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);0.0;0.0;0.0;0.0;0.0;0.0
94;Sentence Cite;Average Baseline;0.0;0.0;0.0;0.0;0.0;3;Time to re-evaluate composable infrastructure requirements for cloud-native applications with automated deployment and scaling;Composable Infrastructure;Re-evaluation;Subject Matter Expert (SME);0.0;0.0;0.0;0.0;0.0;0.0
95;Absolute Wordcount;Average Baseline;0.2482;0.1;0.1569;0.28415;0.2108;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);0.2108;0.1973125;0.2482;0.1;0.1569;0.28415
95;BLEU Score;Average Baseline;0.0036;0.0125;0.0;0.0;0.0;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);0.0;0.004025;0.0036;0.0125;0.0;0.0
95;Chat Cite;Average Baseline;0.5;0.0;0.5;0.5;0.5;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);0.5;0.375;0.5;0.0;0.5;0.5
95;GEval Overall;Average Baseline;3.7781571428571428;3.235585714285714;3.4077071428571424;3.582692857142857;3.5655214285714285;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);3.5655214285714285;3.501035714285714;3.7781571428571428;3.235585714285714;3.4077071428571424;3.582692857142857
95;Length Ratio;Average Baseline;0.25415;2.8053;0.0435;0.10930000000000001;0.05495;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);0.05495;0.8030625;0.25415;2.8053;0.0435;0.10930000000000001
95;Perplexity;Average Baseline;-7.5103;-10.4677;-9.535150000000002;-10.5945;-9.8067;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);-9.8067;-9.5269125;-7.5103;-10.4677;-9.535150000000002;-10.5945
95;Position Adjusted Sentence Count;Average Baseline;0.94625;0.0;0.26055;0.7636;0.5433;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);0.5433;0.4926;0.94625;0.0;0.26055;0.7636
95;Position Adjusted Wordcount;Average Baseline;0.26095;0.1;0.15395;0.2752;0.2099;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);0.2099;0.197525;0.26095;0.1;0.15395;0.2752
95;ROUGE-L Recall;Average Baseline;0.0633;0.2462;0.0161;0.032600000000000004;0.02205;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);0.02205;0.08954999999999999;0.0633;0.2462;0.0161;0.032600000000000004
95;RVS Sentiment;Average Baseline;7.74475;0.0;0.02365;3.4157;4.1773;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);4.1773;2.796025;7.74475;0.0;0.02365;3.4157
95;Sentence Cite;Average Baseline;2.5;0.0;1.0;2.5;2.0;4;Evaluating finance and asset management system requirements for large-scale datasets with machine learning-powered predictive analytics;Finance & Asset Management Services;Interest;Subject Matter Expert (SME);2.0;1.5;2.5;0.0;1.0;2.5
96;Absolute Wordcount;Average Baseline;0.5138061674008811;0.04845814977973565;0.27931277533039645;0.1033568281938326;0.05506607929515415;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);0.05506607929515415;0.23623348017621143;0.5138061674008811;0.04845814977973565;0.27931277533039645;0.1033568281938326
96;BLEU Score;Average Baseline;0.027450000000000002;0.0;0.0144;0.0;0.0;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);0.0;0.0104625;0.027450000000000002;0.0;0.0144;0.0
96;Chat Cite;Average Baseline;1.0;0.5;1.0;1.0;0.5;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);0.5;0.875;1.0;0.5;1.0;1.0
96;GEval Overall;Average Baseline;3.8160428571428575;3.1103285714285716;3.651357142857143;3.371492857142857;3.1670357142857144;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);3.1670357142857144;3.487305357142857;3.8160428571428575;3.1103285714285716;3.651357142857143;3.371492857142857
96;Length Ratio;Average Baseline;0.53225;0.1096;0.39885000000000004;0.38515;0.55585;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);0.55585;0.3564625;0.53225;0.1096;0.39885000000000004;0.38515
96;Perplexity;Average Baseline;-19.3369;-7.2452;-7.2471;-14.3477;-5.4578;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);-5.4578;-12.044224999999999;-19.3369;-7.2452;-7.2471;-14.3477
96;Position Adjusted Sentence Count;Average Baseline;3.0086;0.2567;1.73475;0.3641;0.41865;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);0.41865;1.3410375;3.0086;0.2567;1.73475;0.3641
96;Position Adjusted Wordcount;Average Baseline;0.5354326035275168;0.03814283639900175;0.2986983311327158;0.0824652109384761;0.04526101800228955;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);0.04526101800228955;0.2386847454994276;0.5354326035275168;0.03814283639900175;0.2986983311327158;0.0824652109384761
96;ROUGE-L Recall;Average Baseline;0.13805;0.03845;0.1183;0.07780000000000001;0.095;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);0.095;0.09315;0.13805;0.03845;0.1183;0.07780000000000001
96;RVS Sentiment;Average Baseline;4.57765;2.0399;-1.4183999999999999;2.80415;-3.10345;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);-3.10345;2.000825;4.57765;2.0399;-1.4183999999999999;2.80415
96;Sentence Cite;Average Baseline;6.0;0.5;4.0;1.5;1.0;4;Assessing business continuity plan effectiveness with disaster recovery site in Azure and GCP for hybrid cloud environments;Business Continuity;Post-Decision Info Search;Subject Matter Expert (SME);1.0;3.0;6.0;0.5;4.0;1.5
97;Absolute Wordcount;Average Baseline;0.2743040983606557;0.10980601092896175;0.0;0.3025262295081967;0.31336366120218584;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);0.0;0.25;0.2743040983606557;0.10980601092896175;0.3025262295081967;0.31336366120218584
97;BLEU Score;Average Baseline;0.0;0.018299999999999997;0.0;0.0043;0.00015000000000000001;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);0.0;0.0056875;0.0;0.018299999999999997;0.0043;0.00015000000000000001
97;Chat Cite;Average Baseline;1.0;1.0;0.0;1.0;1.0;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);0.0;1.0;1.0;1.0;1.0;1.0
97;GEval Overall;Average Baseline;3.7784714285714287;3.4485357142857147;3.176935714285714;3.7475;3.534828571428571;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);3.176935714285714;3.627333928571429;3.7784714285714287;3.4485357142857147;3.7475;3.534828571428571
97;Length Ratio;Average Baseline;0.2497;0.7032;0.2497;0.2834;0.1362;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);0.2497;0.343125;0.2497;0.7032;0.2834;0.1362
97;Perplexity;Average Baseline;-8.2769;-14.4054;-8.2769;-9.4165;-7.2974;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);-8.2769;-9.84905;-8.2769;-14.4054;-9.4165;-7.2974
97;Position Adjusted Sentence Count;Average Baseline;2.68995;1.0974;0.0;2.386;1.95355;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);0.0;2.031725;2.68995;1.0974;2.386;1.95355
97;Position Adjusted Wordcount;Average Baseline;0.3262404025151423;0.14314125535942215;0.0;0.29964524342679694;0.23097309869863858;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);0.0;0.25;0.3262404025151423;0.14314125535942215;0.29964524342679694;0.23097309869863858
97;ROUGE-L Recall;Average Baseline;0.07425000000000001;0.1293;0.07425000000000001;0.0747;0.051449999999999996;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);0.07425000000000001;0.082425;0.07425000000000001;0.1293;0.0747;0.051449999999999996
97;RVS Sentiment;Average Baseline;28.650800000000004;7.71485;0.0;16.1082;14.8152;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);0.0;16.8222625;28.650800000000004;7.71485;16.1082;14.8152
97;Sentence Cite;Average Baseline;6.0;2.5;0.0;6.0;5.0;2;We're considering IoT solutions for predictive maintenance in industrial settings. What are the key considerations?;Internet of Things (IoT);Awareness;Business Decision Maker (BDM);0.0;4.875;6.0;2.5;6.0;5.0
98;Absolute Wordcount;Average Baseline;0.24181875;0.27349999999999997;0.0703125;0.34015;0.07421875;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);0.27349999999999997;0.181625;0.24181875;0.0703125;0.34015;0.07421875
98;BLEU Score;Average Baseline;0.0123;0.0053;0.0001;0.0;0.00925;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);0.0053;0.0054125;0.0123;0.0001;0.0;0.00925
98;Chat Cite;Average Baseline;1.0;1.0;0.5;1.0;0.5;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);1.0;0.75;1.0;0.5;1.0;0.5
98;GEval Overall;Average Baseline;3.3712857142857144;3.4085142857142854;3.2511071428571428;3.3774928571428573;3.1253785714285716;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);3.4085142857142854;3.2813160714285714;3.3712857142857144;3.2511071428571428;3.3774928571428573;3.1253785714285716
98;Length Ratio;Average Baseline;0.49135;0.276;0.1658;0.06855;0.45945;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);0.276;0.29628750000000004;0.49135;0.1658;0.06855;0.45945
98;Perplexity;Average Baseline;-13.4779;-13.9374;-4.048;-13.3471;-6.8999;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);-13.9374;-9.443225;-13.4779;-4.048;-13.3471;-6.8999
98;Position Adjusted Sentence Count;Average Baseline;1.3069;1.07375;0.18395;0.9524;0.28235;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);1.07375;0.6814;1.3069;0.18395;0.9524;0.28235
98;Position Adjusted Wordcount;Average Baseline;0.32768175878622635;0.30996835249789667;0.04114467930165015;0.25453663726843767;0.066668572145789;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);0.30996835249789667;0.1725079118755258;0.32768175878622635;0.04114467930165015;0.25453663726843767;0.066668572145789
98;ROUGE-L Recall;Average Baseline;0.1084;0.07150000000000001;0.0567;0.024550000000000002;0.10515;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);0.07150000000000001;0.0737;0.1084;0.0567;0.024550000000000002;0.10515
98;RVS Sentiment;Average Baseline;6.1479;12.55715;2.069;8.707650000000001;-3.53915;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);12.55715;3.34635;6.1479;2.069;8.707650000000001;-3.53915
98;Sentence Cite;Average Baseline;1.5;1.5;0.5;2.0;0.5;1;Someone told me that Exascale solutions can provide significant performance gains with AI-powered workload management and accelerated computing;Exascale;Interest;Subject Matter Expert (SME);1.5;1.125;1.5;0.5;2.0;0.5
99;Absolute Wordcount;Average Baseline;0.0;0.5985094674556213;0.0;0.0;0.4014905325443787;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;0.0;0.25;0.0;0.5985094674556213;0.0;0.4014905325443787
99;BLEU Score;Average Baseline;0.0;0.03785;0.0;0.0;0.0;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;0.0;0.0094625;0.0;0.03785;0.0;0.0
99;Chat Cite;Average Baseline;0.0;1.0;0.0;0.0;1.0;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;0.0;0.5;0.0;1.0;0.0;1.0
99;GEval Overall;Average Baseline;3.208471428571429;3.920557142857143;3.3058285714285716;3.3616428571428574;3.7375285714285713;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;3.3058285714285716;3.5570500000000003;3.208471428571429;3.920557142857143;3.3616428571428574;3.7375285714285713
99;Length Ratio;Average Baseline;0.0843;0.6712;0.42869999999999997;0.0582;0.12129999999999999;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;0.42869999999999997;0.23375;0.0843;0.6712;0.0582;0.12129999999999999
99;Perplexity;Average Baseline;-26.6477;-13.216;-10.8283;-3.7193;-11.4631;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;-10.8283;-13.761525;-26.6477;-13.216;-3.7193;-11.4631
99;Position Adjusted Sentence Count;Average Baseline;0.0;3.995;0.0;0.0;2.0250500000000002;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;0.0;1.5050124999999999;0.0;3.995;0.0;2.0250500000000002
99;Position Adjusted Wordcount;Average Baseline;0.0;0.6326616632874889;0.0;0.0;0.36733833671251126;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;0.0;0.25;0.0;0.6326616632874889;0.0;0.36733833671251126
99;ROUGE-L Recall;Average Baseline;0.028499999999999998;0.15455;0.05775;0.018099999999999998;0.0411;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;0.05775;0.0605625;0.028499999999999998;0.15455;0.018099999999999998;0.0411
99;RVS Sentiment;Average Baseline;0.0;24.337850000000003;0.0;0.0;13.37525;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;0.0;9.428275000000001;0.0;24.337850000000003;0.0;13.37525
99;Sentence Cite;Average Baseline;0.0;6.0;0.0;0.0;3.5;2;Evaluating high-performance computing cluster architecture with MPI and OpenMP for scientific simulations with real-time analytics;High-Performance Computing (HPC);Re-evaluation;External Consultant;0.0;2.375;0.0;6.0;0.0;3.5
100;Absolute Wordcount;Average Baseline;0.6;0.1;0.1;0.1;0.1;3;Time to implement security framework requirements for cloud-based applications with microsegmentation and least privilege access;Security/Risk/Compliance Services;Action;End User;0.1;0.225;0.6;0.1;0.1;0.1
100;BLEU Score;Average Baseline;0.0;0.0;0.0;0.0;0.0;3;Time to implement security framework requirements for cloud-based applications with microsegmentation and least privilege access;Security/Risk/Compliance Services;Action;End User;0.0;0.0;0.0;0.0;0.0;0.0
100;Chat Cite;Average Baseline;0.5;0.0;0.0;0.0;0.0;3;Time to implement security framework requirements for cloud-based applications with microsegmentation and least privilege access;Security/Risk/Compliance Services;Action;End User;0.0;0.125;0.5;0.0;0.0;0.0
100;GEval Overall;Average Baseline;3.922642857142857;3.312142857142857;3.176742857142857;3.059392857142857;3.1266857142857143;3;Time to implement security framework requirements for cloud-based applications with microsegmentation and least privilege access;Security/Risk/Compliance Services;Action;End User;3.059392857142857;3.3845535714285715;3.922642857142857;3.312142857142857;3.176742857142857;3.1266857142857143
100;Length Ratio;Average Baseline;0.0237;0.058550000000000005;0.0704;0.13405;0.0386;3;Time to implement security framework requirements for cloud-based applications with microsegmentation and least privilege access;Security/Risk/Compliance Services;Action;End User;0.13405;0.0478125;0.0237;0.058550000000000005;0.0704;0.0386
100;Perplexity;Average Baseline;-10.041450000000001;-14.8989;-6.8981;-12.0183;-16.0423;3;Time to implement security framework requirements for cloud-based applications with microsegmentation and least privilege access;Security/Risk/Compliance Services;Action;End User;-12.0183;-11.970187500000002;-10.041450000000001;-14.8989;-6.8981;-16.0423
